Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
41,4,0.15092592592592594,0.466820987654321,0.34969135802469137,30,4,6,1,2450.0,1967,483.0,0.589,1263,29,0.611,0.803
51,3,0.15092592592592594,0.38796296296296295,0.15246913580246912,36,4,1,2,5611.0,0,5611.0,0.697,16557,120,0.622,0.0
45,3,0.1449074074074074,0.466820987654321,0.34969135802469137,39,3,3,4,8580.0,1636,6944.0,0.393,1880,37,0.233,0.191
45,3,0.3111111111111111,0.38796296296296295,0.10679012345679012,36,3,3,4,11189.0,2517,8672.0,2.041,2959,58,1.231,0.225
43,1,0.20030864197530865,0.466820987654321,0.17885802469135803,25,6,3,3,1616.0,0,1616.0,0.794,4961,78,0.814,0.0
39,2,0.3111111111111111,0.38796296296296295,0.13780864197530865,19,1,2,1,6146.0,0,6146.0,0.577,3645,76,0.551,0.0
35,4,0.3111111111111111,0.38796296296296295,0.13780864197530865,22,3,3,3,8717.0,719,7998.0,0.556,2067,59,0.595,0.082
55,3,0.3111111111111111,0.38796296296296295,0.07438271604938272,43,5,1,3,34516.0,0,34516.0,0.813,4131,66,0.61,0.0
40,3,0.3111111111111111,0.466820987654321,0.34969135802469137,29,6,2,4,1479.0,458,1021.0,0.466,1811,44,0.517,0.31
49,5,0.1449074074074074,0.466820987654321,0.34969135802469137,36,6,2,4,2331.0,1798,533.0,0.847,4061,66,0.692,0.771
38,2,0.09907407407407408,0.38796296296296295,0.34969135802469137,21,4,1,2,6899.0,0,6899.0,0.771,3848,71,0.69,0.0
26,0,0.20030864197530865,0.38796296296296295,0.10679012345679012,36,5,2,3,3184.0,1421,1763.0,0.712,2253,59,0.439,0.446
39,2,0.043055555555555555,0.466820987654321,0.10679012345679012,36,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219
46,4,0.3111111111111111,0.466820987654321,0.13780864197530865,35,5,1,2,1535.0,700,835.0,2.282,1848,25,1.083,0.456
58,3,0.20030864197530865,0.466820987654321,0.13780864197530865,40,6,1,3,8308.0,2517,5791.0,1.455,1915,37,1.056,0.303
46,4,0.043055555555555555,0.38796296296296295,0.34969135802469137,36,2,2,3,2292.0,0,2292.0,0.568,2595,31,0.409,0.0
38,0,0.3111111111111111,0.38796296296296295,0.34969135802469137,32,6,3,3,1755.0,750,1005.0,0.659,5000,79,0.837,0.427
31,2,0.15092592592592594,0.38796296296296295,0.10679012345679012,25,5,3,1,3288.0,2495,793.0,0.805,4370,83,0.886,0.759
42,2,0.09907407407407408,0.07376543209876543,0.34969135802469137,33,3,3,1,2283.0,1690,593.0,0.874,4377,64,0.488,0.74
40,2,0.15092592592592594,0.38796296296296295,0.13780864197530865,20,4,2,4,4283.0,0,4283.0,0.878,8672,64,1.207,0.0
53,2,0.20030864197530865,0.38796296296296295,0.13780864197530865,49,2,3,2,4142.0,2252,1890.0,0.714,15078,117,0.746,0.544
40,2,0.1449074074074074,0.38796296296296295,0.34969135802469137,34,1,2,1,4748.0,2085,2663.0,0.615,7288,88,0.6,0.439
48,5,0.3111111111111111,0.466820987654321,0.34969135802469137,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,0.364,0.88
53,2,0.3111111111111111,0.466820987654321,0.07438271604938272,43,6,3,2,5882.0,2335,3547.0,0.579,1380,30,0.667,0.397
52,3,0.3111111111111111,0.38796296296296295,0.15246913580246912,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62
34,4,0.20030864197530865,0.466820987654321,0.17885802469135803,28,6,1,0,2432.0,851,1581.0,0.873,4760,69,0.917,0.35
42,1,0.15092592592592594,0.38796296296296295,0.10679012345679012,22,4,2,2,19127.0,985,18142.0,0.966,3323,56,0.931,0.051
57,1,0.3111111111111111,0.466820987654321,0.15246913580246912,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135
41,4,0.20030864197530865,0.38796296296296295,0.13780864197530865,28,6,1,4,4475.0,0,4475.0,0.706,3367,66,0.737,0.0
59,1,0.3111111111111111,0.38796296296296295,0.34969135802469137,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178
63,0,0.09907407407407408,0.38796296296296295,0.10679012345679012,55,5,1,2,14963.0,1616,13347.0,0.755,3242,58,1.0,0.108
36,1,0.3111111111111111,0.38796296296296295,0.13780864197530865,36,3,3,4,2601.0,1817,784.0,0.663,2542,67,0.675,0.699
59,2,0.15092592592592594,0.466820987654321,0.34969135802469137,46,2,6,2,5218.0,1907,3311.0,0.797,4658,85,0.889,0.365
48,4,0.3111111111111111,0.466820987654321,0.34969135802469137,41,3,1,3,3521.0,672,2849.0,0.655,3291,65,0.757,0.191
47,3,0.3111111111111111,0.07145061728395062,0.34969135802469137,43,1,3,3,2781.0,1950,831.0,0.98,9331,93,0.5,0.701
52,2,0.15092592592592594,0.38796296296296295,0.15246913580246912,47,6,1,3,15904.0,1024,14880.0,0.369,1433,33,0.5,0.064
52,3,0.1449074074074074,0.38796296296296295,0.34969135802469137,44,3,3,2,2300.0,1598,702.0,0.813,4287,84,0.714,0.695
52,1,0.1449074074074074,0.466820987654321,0.15246913580246912,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987
40,3,0.3111111111111111,0.38796296296296295,0.15246913580246912,36,1,2,2,6921.0,0,6921.0,0.824,2729,44,0.467,0.0
36,3,0.20030864197530865,0.466820987654321,0.13780864197530865,36,6,3,3,4108.0,1659,2449.0,1.202,2275,58,0.871,0.404
49,1,0.20030864197530865,0.38796296296296295,0.07438271604938272,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736
48,3,0.09907407407407408,0.07376543209876543,0.13780864197530865,39,4,3,2,13233.0,1106,12127.0,0.882,4288,47,0.621,0.084
43,3,0.15092592592592594,0.38796296296296295,0.17885802469135803,38,6,1,1,2615.0,0,2615.0,0.589,1395,34,0.259,0.0
60,0,0.1449074074074074,0.466820987654321,0.34969135802469137,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.844
37,1,0.20030864197530865,0.38796296296296295,0.17885802469135803,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69
57,2,0.1449074074074074,0.07145061728395062,0.15246913580246912,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009
33,3,0.3111111111111111,0.07376543209876543,0.13780864197530865,36,6,3,3,24149.0,1848,22301.0,0.731,2584,66,0.833,0.077
53,2,0.3111111111111111,0.38796296296296295,0.34969135802469137,36,5,1,4,2708.0,2271,437.0,0.61,4812,83,0.766,0.839
38,2,0.3111111111111111,0.466820987654321,0.15246913580246912,29,5,3,3,7535.0,2517,5018.0,0.813,1655,41,0.577,0.334
57,1,0.3111111111111111,0.466820987654321,0.34969135802469137,46,4,3,2,3638.0,0,3638.0,0.837,16469,115,0.667,0.0
53,2,0.09907407407407408,0.466820987654321,0.10679012345679012,41,5,1,3,5659.0,1393,4266.0,0.436,1570,40,0.6,0.246
53,3,0.20030864197530865,0.466820987654321,0.13780864197530865,41,3,1,0,2480.0,1351,1129.0,0.522,1359,36,0.565,0.545
39,3,0.20030864197530865,0.38796296296296295,0.13780864197530865,26,6,1,4,24534.0,1475,23059.0,0.528,3505,60,0.935,0.06
53,1,0.3111111111111111,0.466820987654321,0.10679012345679012,42,2,1,3,4637.0,0,4637.0,0.709,4583,86,0.911,0.0
55,3,0.3111111111111111,0.38796296296296295,0.15246913580246912,51,6,2,3,17198.0,0,17198.0,0.803,4042,62,0.722,0.0
36,3,0.20030864197530865,0.466820987654321,0.34969135802469137,36,3,3,3,2977.0,1340,1637.0,0.507,2201,39,0.345,0.45
43,4,0.3111111111111111,0.07376543209876543,0.15246913580246912,32,2,1,2,24244.0,1649,22595.0,0.776,8074,84,0.647,0.068
38,4,0.1449074074074074,0.466820987654321,0.15246913580246912,25,5,2,4,5768.0,0,5768.0,0.924,9867,78,0.902,0.0
41,2,0.20030864197530865,0.466820987654321,0.17885802469135803,32,3,1,3,12804.0,2517,10287.0,0.892,1101,37,0.276,0.197
35,4,0.1449074074074074,0.466820987654321,0.34969135802469137,26,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528
62,0,0.3111111111111111,0.07376543209876543,0.17885802469135803,50,3,2,4,11352.0,2517,8835.0,0.751,4021,56,0.806,0.222
31,1,0.20030864197530865,0.466820987654321,0.13780864197530865,24,2,1,3,4328.0,1493,2835.0,0.651,14731,120,0.765,0.345
33,2,0.20030864197530865,0.38796296296296295,0.34969135802469137,36,4,1,1,8070.0,2350,5720.0,1.03,2117,61,0.649,0.291
45,3,0.3111111111111111,0.07376543209876543,0.13780864197530865,37,4,1,1,3291.0,1607,1684.0,1.26,1984,38,0.652,0.488
46,4,0.3111111111111111,0.07376543209876543,0.17885802469135803,39,3,1,1,2477.0,1480,997.0,0.826,5138,77,0.974,0.597
47,4,0.3111111111111111,0.38796296296296295,0.34969135802469137,39,3,2,3,7353.0,1450,5903.0,0.739,2005,54,0.459,0.197
26,1,0.15092592592592594,0.38796296296296295,0.10679012345679012,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0
35,2,0.15092592592592594,0.466820987654321,0.15246913580246912,36,6,2,2,2263.0,1188,1075.0,0.84,1927,47,0.382,0.525
46,2,0.3111111111111111,0.38796296296296295,0.10679012345679012,31,5,2,3,8243.0,927,7316.0,0.568,4503,90,0.765,0.112
53,0,0.20030864197530865,0.466820987654321,0.17885802469135803,39,5,2,2,2875.0,1671,1204.0,0.923,4399,88,0.692,0.581
50,2,0.20030864197530865,0.466820987654321,0.34969135802469137,36,3,1,3,3397.0,1658,1739.0,0.724,4208,75,0.786,0.488
53,3,0.1449074074074074,0.466820987654321,0.15246913580246912,36,3,3,1,11450.0,2129,9321.0,0.956,2197,45,0.957,0.186
52,2,0.20030864197530865,0.07376543209876543,0.34969135802469137,40,1,2,3,5240.0,2517,2723.0,0.78,14161,105,0.875,0.48
39,5,0.09907407407407408,0.38796296296296295,0.34969135802469137,30,4,1,2,4710.0,1869,2841.0,0.858,4719,91,0.655,0.397
55,1,0.09907407407407408,0.38796296296296295,0.17885802469135803,50,3,3,3,1843.0,1520,323.0,0.864,4729,92,0.704,0.825
58,3,0.3111111111111111,0.466820987654321,0.34969135802469137,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309
61,0,0.1449074074074074,0.38796296296296295,0.17885802469135803,49,1,2,3,2228.0,1480,748.0,0.533,4431,71,0.651,0.664
45,1,0.15092592592592594,0.466820987654321,0.34969135802469137,33,6,3,2,1438.3,1201,237.3,0.749,4851,86,0.72,0.835
44,2,0.20030864197530865,0.38796296296296295,0.15246913580246912,36,5,3,0,22143.0,730,21413.0,0.871,4263,62,0.632,0.033
36,1,0.1449074074074074,0.07145061728395062,0.07438271604938272,23,6,3,3,20230.0,798,19432.0,0.592,4314,82,0.708,0.039
55,2,0.3111111111111111,0.38796296296296295,0.07438271604938272,36,5,2,2,12856.0,0,12856.0,0.51,3364,61,0.564,0.0
50,4,0.3111111111111111,0.38796296296296295,0.10679012345679012,41,5,3,3,2509.0,0,2509.0,0.702,2281,41,0.367,0.0
32,1,0.20030864197530865,0.466820987654321,0.34969135802469137,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61
49,4,0.1449074074074074,0.466820987654321,0.07438271604938272,38,2,3,1,18991.0,1208,17783.0,0.727,7716,83,0.804,0.064
45,3,0.20030864197530865,0.07376543209876543,0.15246913580246912,26,3,2,2,18410.0,974,17436.0,0.857,3778,83,0.694,0.053
46,2,0.20030864197530865,0.38796296296296295,0.34969135802469137,36,5,1,0,3818.0,1142,2676.0,0.709,14731,113,0.948,0.299
32,1,0.3111111111111111,0.07376543209876543,0.17885802469135803,19,2,3,5,3657.0,1135,2522.0,0.795,16236,94,0.808,0.31
61,1,0.20030864197530865,0.466820987654321,0.34969135802469137,51,3,3,3,1795.0,794,1001.0,0.953,1834,59,1.107,0.442
41,3,0.043055555555555555,0.38796296296296295,0.07438271604938272,26,3,2,2,9220.0,0,9220.0,0.733,2276,32,0.6,0.0
51,1,0.20030864197530865,0.38796296296296295,0.15246913580246912,45,6,1,3,13287.0,1864,11423.0,0.603,3851,75,0.705,0.14
48,2,0.1449074074074074,0.466820987654321,0.17885802469135803,36,3,3,4,1593.0,0,1593.0,0.718,4004,76,0.652,0.0
37,2,0.3111111111111111,0.466820987654321,0.34969135802469137,36,3,3,4,2041.0,1687,354.0,0.677,1555,45,0.552,0.827
44,2,0.15092592592592594,0.38796296296296295,0.34969135802469137,32,3,1,4,6472.0,2128,4344.0,0.58,3592,66,0.833,0.329
50,3,0.20030864197530865,0.466820987654321,0.34969135802469137,40,5,2,2,10062.0,1149,8913.0,0.76,1964,44,0.467,0.114
56,4,0.3111111111111111,0.466820987654321,0.10679012345679012,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074
56,1,0.050617283950617285,0.466820987654321,0.17885802469135803,38,1,2,1,3485.0,1465,2020.0,0.653,4776,87,1.023,0.42
26,0,0.1449074074074074,0.38796296296296295,0.34969135802469137,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202
54,2,0.3111111111111111,0.07376543209876543,0.15246913580246912,48,2,3,2,29974.0,2114,27860.0,0.925,15190,115,0.855,0.071
39,4,0.15092592592592594,0.466820987654321,0.10679012345679012,21,2,3,2,1827.0,0,1827.0,0.563,4207,86,0.792,0.0
34,2,0.20030864197530865,0.38796296296296295,0.10679012345679012,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037
60,0,0.20030864197530865,0.466820987654321,0.13780864197530865,54,6,1,2,9592.0,1968,7624.0,0.61,1821,55,0.447,0.205
53,2,0.20030864197530865,0.466820987654321,0.17885802469135803,37,1,4,3,5182.0,2500,2682.0,0.869,5012,85,0.809,0.482
48,5,0.050617283950617285,0.38796296296296295,0.07438271604938272,41,5,3,1,34516.0,2517,31999.0,0.553,2260,50,0.786,0.073
56,1,0.3111111111111111,0.38796296296296295,0.34969135802469137,38,4,1,3,1737.0,0,1737.0,0.953,4723,78,0.625,0.0
43,2,0.050617283950617285,0.466820987654321,0.34969135802469137,31,6,1,1,2837.0,1807,1030.0,0.609,4279,83,0.627,0.637
31,2,0.3111111111111111,0.38796296296296295,0.17885802469135803,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186
62,0,0.20030864197530865,0.466820987654321,0.17885802469135803,52,5,2,3,2052.0,1250,802.0,0.728,1208,31,0.632,0.609
49,2,0.15092592592592594,0.38796296296296295,0.17885802469135803,44,6,1,3,2147.0,1402,745.0,0.612,4240,69,0.683,0.653
38,2,0.3111111111111111,0.38796296296296295,0.34969135802469137,36,3,1,1,1461.0,0,1461.0,0.681,4769,76,0.949,0.0
35,1,0.3111111111111111,0.466820987654321,0.17885802469135803,25,5,4,4,5801.0,1176,4625.0,1.12,2987,52,0.857,0.203
43,3,0.3111111111111111,0.38796296296296295,0.10679012345679012,33,3,3,1,2341.0,1818,523.0,0.833,4356,70,0.628,0.777
38,4,0.20030864197530865,0.38796296296296295,0.15246913580246912,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033
55,4,0.1449074074074074,0.07376543209876543,0.17885802469135803,43,5,3,2,1965.0,1525,440.0,0.855,4671,69,0.816,0.776
37,4,0.043055555555555555,0.38796296296296295,0.13780864197530865,31,6,3,0,1702.0,1018,684.0,0.645,4301,86,0.72,0.598
36,2,0.3111111111111111,0.38796296296296295,0.15246913580246912,17,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7
41,3,0.3111111111111111,0.466820987654321,0.07438271604938272,36,2,2,1,5807.0,1143,4664.0,0.785,8000,96,0.412,0.197
50,1,0.043055555555555555,0.466820987654321,0.15246913580246912,36,5,3,3,18964.0,2207,16757.0,0.625,3835,78,0.625,0.116
47,3,0.09907407407407408,0.466820987654321,0.34969135802469137,36,5,4,2,3300.0,2517,783.0,0.94,3784,55,1.115,0.763
43,2,0.09907407407407408,0.07376543209876543,0.07438271604938272,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0
49,3,0.09907407407407408,0.38796296296296295,0.10679012345679012,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085
29,0,0.1449074074074074,0.466820987654321,0.13780864197530865,20,5,2,3,8592.0,1201,7391.0,0.778,1842,50,0.852,0.14
43,3,0.09907407407407408,0.07145061728395062,0.15246913580246912,39,3,3,1,24850.0,1662,23188.0,0.693,1226,25,0.923,0.067
45,4,0.043055555555555555,0.38796296296296295,0.07438271604938272,36,1,3,1,34516.0,1411,33105.0,0.701,8007,96,0.778,0.041
46,3,0.09907407407407408,0.38796296296296295,0.34969135802469137,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346
46,2,0.1449074074074074,0.466820987654321,0.15246913580246912,38,4,5,2,11434.0,0,11434.0,0.84,4520,83,0.844,0.0
44,3,0.043055555555555555,0.38796296296296295,0.17885802469135803,40,4,1,3,3659.0,1356,2303.0,0.715,4861,74,0.762,0.371
38,0,0.20030864197530865,0.38796296296296295,0.34969135802469137,36,4,3,2,13747.0,1941,11806.0,0.748,16401,119,0.608,0.141
38,3,0.3111111111111111,0.38796296296296295,0.34969135802469137,22,4,3,3,1938.0,1175,763.0,0.85,4606,75,0.875,0.606
28,0,0.3111111111111111,0.38796296296296295,0.10679012345679012,15,3,3,3,32024.0,1232,30792.0,1.04,2507,64,0.882,0.038
46,2,0.1449074074074074,0.07376543209876543,0.10679012345679012,40,5,2,3,20080.0,0,20080.0,0.56,4620,70,0.667,0.0
55,2,0.1449074074074074,0.07376543209876543,0.34969135802469137,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473
59,0,0.20030864197530865,0.466820987654321,0.13780864197530865,48,3,1,3,3868.0,1384,2484.0,0.631,4716,79,0.549,0.358
48,3,0.20030864197530865,0.07145061728395062,0.34969135802469137,37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.844,0.0
53,1,0.3111111111111111,0.38796296296296295,0.34969135802469137,44,1,3,2,5541.0,2517,3024.0,0.879,9195,73,0.825,0.454
47,5,0.15092592592592594,0.38796296296296295,0.15246913580246912,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0
41,4,0.3111111111111111,0.07376543209876543,0.17885802469135803,36,3,3,2,1919.0,867,1052.0,0.741,4996,92,0.704,0.452
54,2,0.3111111111111111,0.466820987654321,0.34969135802469137,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67
49,4,0.3111111111111111,0.466820987654321,0.13780864197530865,36,4,6,2,2952.0,2517,435.0,0.809,3830,77,0.51,0.853
49,4,0.15092592592592594,0.38796296296296295,0.17885802469135803,39,6,2,3,7382.0,1326,6056.0,0.806,4792,65,0.667,0.18
44,3,0.3111111111111111,0.466820987654321,0.10679012345679012,31,5,2,0,24936.0,2053,22883.0,0.716,1810,38,0.727,0.082
47,3,0.20030864197530865,0.38796296296296295,0.10679012345679012,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.761,0.133
44,3,0.043055555555555555,0.466820987654321,0.34969135802469137,36,2,3,1,3047.0,2139,908.0,0.842,4961,85,0.635,0.702
39,2,0.3111111111111111,0.466820987654321,0.34969135802469137,26,3,1,2,4531.0,1214,3317.0,0.813,1414,40,0.333,0.268
50,1,0.3111111111111111,0.466820987654321,0.10679012345679012,41,6,2,2,15641.0,2379,13262.0,0.816,3769,76,0.617,0.152
54,1,0.09907407407407408,0.466820987654321,0.10679012345679012,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365
46,3,0.1449074074074074,0.466820987654321,0.13780864197530865,36,4,3,3,11117.0,0,11117.0,0.814,3099,69,0.816,0.0
49,4,0.15092592592592594,0.38796296296296295,0.34969135802469137,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234
61,0,0.3111111111111111,0.38796296296296295,0.13780864197530865,54,2,1,4,11859.0,1644,10215.0,0.866,8930,79,0.837,0.139
49,3,0.050617283950617285,0.38796296296296295,0.07438271604938272,36,6,1,5,34516.0,1323,33193.0,0.934,3422,78,0.529,0.038
47,3,0.1449074074074074,0.466820987654321,0.34969135802469137,33,4,5,2,2990.0,890,2100.0,0.711,4757,79,0.837,0.298
42,1,0.3111111111111111,0.466820987654321,0.34969135802469137,29,2,3,3,3422.0,0,3422.0,0.506,4486,74,0.682,0.0
35,4,0.3111111111111111,0.466820987654321,0.07438271604938272,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.029
53,3,0.3111111111111111,0.466820987654321,0.07438271604938272,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43
46,2,0.20030864197530865,0.38796296296296295,0.17885802469135803,36,5,2,2,6362.0,0,6362.0,0.596,1968,51,0.759,0.0
47,3,0.15092592592592594,0.07145061728395062,0.34969135802469137,36,6,2,3,1953.0,1089,864.0,0.859,4636,70,0.707,0.558
37,2,0.3111111111111111,0.466820987654321,0.34969135802469137,36,6,3,2,2463.0,1751,712.0,0.854,2171,58,0.758,0.711
38,3,0.09907407407407408,0.466820987654321,0.13780864197530865,36,5,2,2,6114.0,1461,4653.0,0.772,2608,36,0.385,0.239
37,2,0.1449074074074074,0.07376543209876543,0.15246913580246912,36,3,3,2,2281.0,1677,604.0,1.027,2735,58,1.071,0.735
59,0,0.3111111111111111,0.38796296296296295,0.13780864197530865,46,2,3,2,17218.0,1829,15389.0,0.638,7971,97,0.83,0.106
39,3,0.3111111111111111,0.466820987654321,0.10679012345679012,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376
42,4,0.20030864197530865,0.466820987654321,0.34969135802469137,31,5,1,2,1640.0,888,752.0,0.715,4074,73,0.872,0.541
52,1,0.20030864197530865,0.466820987654321,0.34969135802469137,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133
45,3,0.3111111111111111,0.466820987654321,0.34969135802469137,40,2,1,3,4010.0,2517,1493.0,0.71,14354,101,0.629,0.628
43,2,0.3111111111111111,0.466820987654321,0.07438271604938272,31,6,2,4,34516.0,2398,32118.0,0.917,4976,88,0.692,0.069
54,3,0.3111111111111111,0.466820987654321,0.10679012345679012,49,5,1,2,11905.0,0,11905.0,0.881,4022,65,1.167,0.0
55,1,0.3111111111111111,0.38796296296296295,0.34969135802469137,42,6,3,2,2517.0,1257,1260.0,0.834,4528,75,0.786,0.499
58,3,0.09907407407407408,0.466820987654321,0.34969135802469137,53,4,3,1,2493.0,1566,927.0,0.767,4867,90,0.607,0.628
48,3,0.050617283950617285,0.466820987654321,0.10679012345679012,36,3,1,3,20631.0,2048,18583.0,0.676,4827,77,0.711,0.099
41,4,0.15092592592592594,0.466820987654321,0.15246913580246912,35,4,2,3,3497.0,0,3497.0,0.696,4345,72,0.756,0.0
37,3,0.20030864197530865,0.466820987654321,0.17885802469135803,36,3,3,3,2523.0,2481,42.0,0.744,4683,76,0.689,0.983
43,3,0.15092592592592594,0.466820987654321,0.34969135802469137,30,5,2,2,2415.0,1452,963.0,0.609,3970,68,0.619,0.601
63,1,0.3111111111111111,0.466820987654321,0.17885802469135803,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309
37,2,0.20030864197530865,0.38796296296296295,0.13780864197530865,29,3,2,3,9829.0,2517,7312.0,0.59,2927,73,1.212,0.256
35,0,0.15092592592592594,0.38796296296296295,0.13780864197530865,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0
40,3,0.3111111111111111,0.466820987654321,0.15246913580246912,27,3,1,2,34516.0,0,34516.0,0.834,3193,53,0.559,0.0
46,3,0.1449074074074074,0.466820987654321,0.15246913580246912,36,3,2,2,23512.0,1562,21950.0,0.632,3764,60,0.538,0.066
52,4,0.1449074074074074,0.07376543209876543,0.10679012345679012,48,5,5,2,1438.3,771,667.3,0.652,5053,74,0.947,0.536
64,1,0.3111111111111111,0.38796296296296295,0.17885802469135803,56,5,2,4,5152.0,948,4204.0,0.953,4074,72,1.057,0.184
38,3,0.3111111111111111,0.38796296296296295,0.15246913580246912,31,6,1,2,13637.0,0,13637.0,0.566,3625,73,0.659,0.0
