Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
53,3,0.20030864197530865,0.466820987654321,0.07438271604938272,40,6,2,5,4182.0,741,3441.0,0.885,1297,24,1.182,0.177
54,3,0.3111111111111111,0.38796296296296295,0.17885802469135803,39,3,4,1,4036.0,1329,2707.0,0.738,5315,82,0.708,0.329
40,4,0.20030864197530865,0.466820987654321,0.17885802469135803,27,5,2,2,2822.0,2182,640.0,0.768,5371,93,0.824,0.773
46,3,0.20030864197530865,0.466820987654321,0.13780864197530865,35,4,3,3,14701.0,1635,13066.0,0.618,3490,69,0.533,0.111
37,4,0.1449074074074074,0.466820987654321,0.34969135802469137,18,5,1,2,2930.0,2024,906.0,0.903,1686,34,0.7,0.691
43,5,0.1449074074074074,0.38796296296296295,0.34969135802469137,36,4,3,2,2057.0,1279,778.0,0.562,4321,76,0.689,0.622
42,1,0.3111111111111111,0.466820987654321,0.34969135802469137,36,2,3,2,1438.3,0,1438.3,0.665,4511,76,0.767,0.0
54,2,0.20030864197530865,0.466820987654321,0.15246913580246912,38,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354
46,0,0.3111111111111111,0.07376543209876543,0.10679012345679012,36,3,3,2,6853.0,1679,5174.0,0.975,3543,52,1.0,0.245
50,3,0.1449074074074074,0.466820987654321,0.13780864197530865,45,2,2,5,21096.0,0,21096.0,0.637,1882,39,0.345,0.0
52,2,0.3111111111111111,0.466820987654321,0.34969135802469137,40,2,3,2,3698.0,0,3698.0,0.811,3763,82,0.864,0.0
55,1,0.20030864197530865,0.466820987654321,0.13780864197530865,46,2,2,3,1438.3,0,1438.3,1.037,888,18,1.25,0.0
45,3,0.043055555555555555,0.466820987654321,0.34969135802469137,36,1,2,2,2143.0,1479,664.0,0.708,4404,77,0.75,0.69
45,5,0.3111111111111111,0.38796296296296295,0.34969135802469137,34,5,1,0,8694.0,961,7733.0,0.551,1753,49,0.441,0.111
54,1,0.15092592592592594,0.38796296296296295,0.10679012345679012,36,1,3,3,3723.0,1728,1995.0,0.595,8554,99,0.678,0.464
52,0,0.043055555555555555,0.38796296296296295,0.34969135802469137,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68
46,2,0.15092592592592594,0.466820987654321,0.17885802469135803,38,6,3,1,1963.0,1112,851.0,0.761,4821,67,0.763,0.566
49,5,0.09907407407407408,0.466820987654321,0.15246913580246912,37,3,2,2,29219.0,0,29219.0,0.77,4575,84,0.68,0.0
41,3,0.15092592592592594,0.38796296296296295,0.17885802469135803,36,3,2,4,5317.0,0,5317.0,0.699,2003,29,0.318,0.0
52,3,0.3111111111111111,0.466820987654321,0.34969135802469137,47,4,4,2,2577.0,879,1698.0,0.74,5021,75,0.744,0.341
59,0,0.3111111111111111,0.38796296296296295,0.34969135802469137,53,6,3,4,4830.0,1469,3361.0,0.634,3365,63,0.75,0.304
36,2,0.09907407407407408,0.466820987654321,0.17885802469135803,36,4,3,1,3877.0,1495,2382.0,0.783,1942,42,0.75,0.386
49,5,0.20030864197530865,0.466820987654321,0.10679012345679012,36,6,2,2,34516.0,2019,32497.0,0.614,3820,72,0.532,0.058
42,1,0.09907407407407408,0.466820987654321,0.34969135802469137,35,2,1,3,2873.0,2517,356.0,0.803,4897,71,1.088,0.876
32,2,0.3111111111111111,0.466820987654321,0.17885802469135803,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0
57,3,0.20030864197530865,0.38796296296296295,0.34969135802469137,46,1,2,2,2298.0,1540,758.0,0.708,5154,81,0.976,0.67
38,2,0.09907407407407408,0.466820987654321,0.34969135802469137,33,1,3,2,3420.0,1405,2015.0,0.843,4267,75,0.596,0.411
30,0,0.3111111111111111,0.466820987654321,0.34969135802469137,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636
45,3,0.1449074074074074,0.07376543209876543,0.10679012345679012,36,6,3,2,20356.0,2517,17839.0,0.607,4547,67,0.861,0.124
39,2,0.1449074074074074,0.38796296296296295,0.34969135802469137,35,5,3,3,9235.0,1479,7756.0,0.843,1537,49,0.581,0.16
26,0,0.09907407407407408,0.38796296296296295,0.13780864197530865,15,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208
50,1,0.15092592592592594,0.38796296296296295,0.10679012345679012,32,6,1,4,5916.0,983,4933.0,0.761,3752,75,0.974,0.166
35,2,0.20030864197530865,0.466820987654321,0.13780864197530865,36,4,2,4,19127.0,1880,17247.0,0.788,1859,33,0.571,0.098
59,1,0.043055555555555555,0.38796296296296295,0.15246913580246912,49,4,2,2,22715.0,707,22008.0,0.848,15004,117,0.887,0.031
42,2,0.3111111111111111,0.466820987654321,0.07438271604938272,32,1,1,1,34516.0,1440,33076.0,0.676,7168,88,0.571,0.042
58,1,0.15092592592592594,0.38796296296296295,0.10679012345679012,50,5,2,2,8513.0,799,7714.0,0.451,2119,37,0.542,0.094
33,4,0.09907407407407408,0.38796296296296295,0.34969135802469137,36,1,3,0,1438.3,0,1438.3,0.566,4641,85,0.7,0.0
43,3,0.3111111111111111,0.38796296296296295,0.34969135802469137,36,1,3,3,7584.0,1834,5750.0,0.818,4783,65,0.667,0.242
51,2,0.15092592592592594,0.38796296296296295,0.15246913580246912,36,3,1,2,4546.0,0,4546.0,0.651,3739,53,0.963,0.0
54,2,0.3111111111111111,0.466820987654321,0.10679012345679012,46,5,3,2,3014.0,794,2220.0,0.5,1488,30,0.579,0.263
52,2,0.15092592592592594,0.466820987654321,0.34969135802469137,36,6,3,1,2451.0,1733,718.0,0.724,5283,90,0.698,0.707
49,4,0.1449074074074074,0.466820987654321,0.15246913580246912,40,3,1,1,8714.0,2252,6462.0,0.831,1536,38,0.652,0.258
34,3,0.050617283950617285,0.38796296296296295,0.17885802469135803,28,2,3,2,3744.0,0,3744.0,0.796,8202,69,0.769,0.0
45,5,0.3111111111111111,0.07376543209876543,0.34969135802469137,26,3,5,2,1438.3,1226,212.3,0.638,3889,60,0.818,0.852
43,1,0.20030864197530865,0.07145061728395062,0.17885802469135803,35,6,3,2,1766.0,0,1766.0,0.779,4808,87,0.673,0.0
43,3,0.3111111111111111,0.466820987654321,0.15246913580246912,33,4,1,2,3498.0,0,3498.0,1.109,2512,56,0.867,0.0
50,2,0.09907407407407408,0.38796296296296295,0.13780864197530865,36,5,3,2,5965.0,688,5277.0,0.673,3382,58,1.071,0.115
48,2,0.3111111111111111,0.466820987654321,0.34969135802469137,36,4,1,2,6362.0,1705,4657.0,0.644,5169,84,0.474,0.268
62,0,0.3111111111111111,0.466820987654321,0.10679012345679012,52,6,3,2,9050.0,1538,7512.0,0.77,1542,43,0.654,0.17
53,1,0.3111111111111111,0.466820987654321,0.34969135802469137,36,5,1,3,4840.0,2517,2323.0,0.445,1637,22,1.0,0.52
28,0,0.3111111111111111,0.07376543209876543,0.34969135802469137,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153
44,4,0.050617283950617285,0.07376543209876543,0.34969135802469137,26,4,1,3,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545
56,2,0.09907407407407408,0.38796296296296295,0.15246913580246912,46,3,3,5,12540.0,1696,10844.0,0.799,16518,115,0.716,0.135
51,2,0.050617283950617285,0.466820987654321,0.07438271604938272,45,5,2,1,3173.0,2517,656.0,0.708,4030,73,0.622,0.793
31,0,0.3111111111111111,0.466820987654321,0.34969135802469137,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0
32,3,0.3111111111111111,0.466820987654321,0.17885802469135803,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15
43,2,0.20030864197530865,0.38796296296296295,0.15246913580246912,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0
47,3,0.20030864197530865,0.38796296296296295,0.13780864197530865,39,2,1,1,2843.0,1752,1091.0,0.624,3738,77,0.604,0.616
32,1,0.3111111111111111,0.466820987654321,0.17885802469135803,24,1,1,2,9711.0,972,8739.0,0.647,14926,115,0.742,0.1
54,3,0.20030864197530865,0.466820987654321,0.10679012345679012,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321
51,3,0.20030864197530865,0.466820987654321,0.34969135802469137,36,4,2,1,3007.0,2517,490.0,0.733,4985,84,1.0,0.837
52,2,0.15092592592592594,0.466820987654321,0.15246913580246912,48,6,6,1,34516.0,1473,33043.0,0.642,4254,73,0.587,0.043
52,3,0.15092592592592594,0.38796296296296295,0.15246913580246912,36,3,4,1,2516.0,1268,1248.0,0.751,4461,80,0.818,0.504
58,2,0.15092592592592594,0.466820987654321,0.13780864197530865,51,4,2,2,14976.0,1463,13513.0,0.635,1599,36,0.565,0.098
51,1,0.1449074074074074,0.38796296296296295,0.07438271604938272,36,2,1,3,8671.0,590,8081.0,0.693,4399,72,0.756,0.068
37,2,0.20030864197530865,0.466820987654321,0.17885802469135803,26,3,2,3,2946.0,2517,429.0,0.841,5259,89,0.78,0.854
43,3,0.15092592592592594,0.07376543209876543,0.13780864197530865,30,3,2,1,2588.0,1669,919.0,0.788,1053,31,0.55,0.645
38,3,0.3111111111111111,0.38796296296296295,0.17885802469135803,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147
39,2,0.1449074074074074,0.466820987654321,0.34969135802469137,30,3,1,3,3108.0,778,2330.0,0.645,4130,87,0.706,0.25
53,3,0.3111111111111111,0.38796296296296295,0.34969135802469137,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716
55,2,0.09907407407407408,0.07376543209876543,0.17885802469135803,36,6,2,3,4410.0,2517,1893.0,0.53,1883,44,0.63,0.571
40,4,0.3111111111111111,0.466820987654321,0.13780864197530865,25,5,3,2,28822.0,2517,26305.0,0.492,1504,35,0.296,0.087
42,3,0.09907407407407408,0.38796296296296295,0.15246913580246912,26,3,2,2,34516.0,904,33612.0,0.726,3910,68,0.659,0.026
44,2,0.3111111111111111,0.07376543209876543,0.34969135802469137,36,6,3,0,7065.0,990,6075.0,0.503,3758,65,0.711,0.14
51,2,0.043055555555555555,0.466820987654321,0.34969135802469137,41,2,2,3,6630.0,916,5714.0,0.927,842,24,0.5,0.138
46,4,0.1449074074074074,0.38796296296296295,0.10679012345679012,36,5,1,4,3818.0,0,3818.0,0.885,4272,71,0.578,0.0
47,4,0.3111111111111111,0.466820987654321,0.34969135802469137,39,3,3,2,3144.0,0,3144.0,0.561,3774,80,0.818,0.0
47,5,0.043055555555555555,0.38796296296296295,0.10679012345679012,36,4,1,4,26923.0,2461,24462.0,0.602,13643,94,0.918,0.091
42,3,0.20030864197530865,0.38796296296296295,0.34969135802469137,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0
43,2,0.1449074074074074,0.38796296296296295,0.34969135802469137,36,3,1,4,2573.0,1640,933.0,0.873,4094,77,0.638,0.637
42,3,0.3111111111111111,0.38796296296296295,0.34969135802469137,35,3,2,2,2555.0,1587,968.0,1.088,4193,79,0.881,0.621
43,3,0.3111111111111111,0.07145061728395062,0.15246913580246912,30,3,1,4,3244.0,2260,984.0,0.711,2313,39,0.857,0.697
54,2,0.09907407407407408,0.466820987654321,0.34969135802469137,43,3,4,1,2573.0,1760,813.0,0.676,4404,93,0.824,0.684
54,4,0.3111111111111111,0.466820987654321,0.10679012345679012,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877
41,3,0.1449074074074074,0.466820987654321,0.34969135802469137,30,1,2,3,9491.0,0,9491.0,1.056,9061,51,1.684,0.0
53,1,0.20030864197530865,0.466820987654321,0.34969135802469137,41,1,2,3,3472.0,2517,955.0,0.75,4520,84,0.68,0.725
37,1,0.3111111111111111,0.466820987654321,0.15246913580246912,21,6,2,0,5120.0,0,5120.0,0.867,1680,32,0.778,0.0
42,5,0.1449074074074074,0.466820987654321,0.17885802469135803,34,5,3,2,14281.0,1519,12762.0,0.256,1164,35,0.522,0.106
57,3,0.15092592592592594,0.07145061728395062,0.34969135802469137,43,5,3,2,1462.0,0,1462.0,0.602,2299,42,0.312,0.0
59,0,0.15092592592592594,0.466820987654321,0.34969135802469137,51,5,3,4,1570.0,1028,542.0,0.742,1430,28,1.333,0.655
46,4,0.3111111111111111,0.466820987654321,0.34969135802469137,38,3,3,2,1485.0,736,749.0,0.622,4198,65,0.912,0.496
49,4,0.15092592592592594,0.07376543209876543,0.34969135802469137,36,4,3,1,2432.0,0,2432.0,1.293,4340,76,0.767,0.0
53,3,0.1449074074074074,0.07376543209876543,0.13780864197530865,33,4,2,2,13513.0,1495,12018.0,0.505,3503,68,0.511,0.111
44,4,0.3111111111111111,0.07376543209876543,0.34969135802469137,30,4,3,2,1791.0,1314,477.0,0.725,5109,79,0.756,0.734
45,3,0.15092592592592594,0.466820987654321,0.15246913580246912,38,6,3,1,12918.0,1345,11573.0,1.061,1562,33,1.2,0.104
47,2,0.09907407407407408,0.07376543209876543,0.15246913580246912,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137
44,3,0.09907407407407408,0.466820987654321,0.17885802469135803,34,3,1,2,3256.0,1013,2243.0,0.988,5079,81,0.841,0.311
62,0,0.20030864197530865,0.466820987654321,0.34969135802469137,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0.0
43,2,0.1449074074074074,0.07376543209876543,0.15246913580246912,34,5,3,2,1452.0,0,1452.0,0.97,4571,72,0.846,0.0
47,5,0.15092592592592594,0.466820987654321,0.34969135802469137,42,1,2,1,1778.0,822,956.0,0.68,4189,80,0.667,0.462
53,3,0.1449074074074074,0.466820987654321,0.34969135802469137,42,3,2,4,2773.0,1507,1266.0,1.06,1197,25,1.083,0.543
43,5,0.3111111111111111,0.38796296296296295,0.34969135802469137,36,3,2,2,1438.3,0,1438.3,0.644,4459,65,0.477,0.0
49,3,0.3111111111111111,0.38796296296296295,0.15246913580246912,36,3,2,1,3261.0,0,3261.0,1.012,3081,50,0.667,0.0
55,4,0.3111111111111111,0.38796296296296295,0.15246913580246912,44,2,3,2,1854.0,794,1060.0,0.614,4035,80,0.739,0.428
51,3,0.20030864197530865,0.466820987654321,0.15246913580246912,41,1,3,3,9959.0,2068,7891.0,0.741,13810,124,0.797,0.208
34,1,0.20030864197530865,0.38796296296296295,0.10679012345679012,22,6,1,0,10253.0,1857,8396.0,1.193,3042,66,0.941,0.181
51,1,0.20030864197530865,0.466820987654321,0.34969135802469137,43,4,3,3,1665.0,1521,144.0,0.874,2878,45,0.452,0.914
50,0,0.3111111111111111,0.38796296296296295,0.34969135802469137,46,3,2,2,2165.0,1392,773.0,0.734,4194,72,0.946,0.643
47,3,0.20030864197530865,0.466820987654321,0.34969135802469137,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133
38,4,0.1449074074074074,0.07145061728395062,0.15246913580246912,36,2,1,2,34516.0,1132,33384.0,0.84,9389,106,0.797,0.033
45,0,0.3111111111111111,0.38796296296296295,0.17885802469135803,37,4,5,2,10271.0,1746,8525.0,0.661,3696,72,0.6,0.17
43,5,0.1449074074074074,0.466820987654321,0.07438271604938272,31,4,3,4,34516.0,830,33686.0,0.54,3789,57,0.541,0.024
45,3,0.043055555555555555,0.07376543209876543,0.10679012345679012,33,6,3,2,12587.0,815,11772.0,0.576,3914,83,0.766,0.065
35,2,0.3111111111111111,0.466820987654321,0.34969135802469137,21,5,1,2,3230.0,2517,713.0,0.677,1914,31,0.348,0.779
47,3,0.15092592592592594,0.38796296296296295,0.34969135802469137,39,6,2,1,2915.0,2422,493.0,0.576,4037,83,0.766,0.831
46,2,0.15092592592592594,0.466820987654321,0.34969135802469137,36,2,3,2,4065.0,2517,1548.0,0.957,2899,51,0.821,0.619
37,3,0.20030864197530865,0.38796296296296295,0.34969135802469137,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0
54,1,0.09907407407407408,0.466820987654321,0.34969135802469137,36,4,2,4,3084.0,2517,567.0,0.651,1446,22,0.833,0.816
37,2,0.20030864197530865,0.38796296296296295,0.34969135802469137,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085
43,3,0.09907407407407408,0.38796296296296295,0.34969135802469137,28,3,1,3,1438.3,0,1438.3,0.83,4482,54,0.636,0.0
54,3,0.15092592592592594,0.466820987654321,0.34969135802469137,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884
34,2,0.3111111111111111,0.466820987654321,0.15246913580246912,23,6,2,3,7567.0,1776,5791.0,1.275,2361,45,0.875,0.235
45,0,0.3111111111111111,0.466820987654321,0.34969135802469137,38,4,3,3,4096.0,1468,2628.0,0.627,3490,66,0.737,0.358
54,1,0.1449074074074074,0.38796296296296295,0.07438271604938272,36,5,1,2,34516.0,0,34516.0,0.452,3918,67,1.094,0.0
49,4,0.15092592592592594,0.07145061728395062,0.15246913580246912,39,2,2,2,2886.0,925,1961.0,0.946,5481,58,0.758,0.321
48,1,0.09907407407407408,0.466820987654321,0.13780864197530865,44,2,3,1,15355.0,1823,13532.0,0.809,15053,111,1.018,0.119
57,1,0.20030864197530865,0.466820987654321,0.17885802469135803,45,3,3,2,2721.0,2159,562.0,0.846,4578,81,0.653,0.793
67,0,0.15092592592592594,0.466820987654321,0.10679012345679012,56,4,3,3,10509.0,2388,8121.0,0.777,1365,34,1.429,0.227
